time,G1,G2,G3,total_gen_MW,net_load_MW
2024-06-11 02:00:00,17.704149,0.0,0.0,17.704149,17.70414915007437
2024-06-11 03:00:00,19.139178,0.0,0.0,19.139178,19.13917809406913
2024-06-11 04:00:00,26.122803,0.0,0.0,26.122803,26.12280285617697
2024-06-11 05:00:00,23.068866,0.0,0.0,23.068866,23.068866128088953
2024-06-11 06:00:00,19.405362,0.0,0.0,19.405362,19.405362176787985
2024-06-11 07:00:00,19.160561,0.0,0.0,19.160561,19.16056074686226
2024-06-11 08:00:00,22.7645,0.0,0.0,22.7645,22.764499760516856
2024-06-11 09:00:00,11.418418,0.0,0.0,11.418418,11.418417602915362
2024-06-11 10:00:00,9.2726231,0.0,0.0,9.2726231,9.272623131589906
2024-06-11 11:00:00,9.8773944,0.0,0.0,9.8773944,9.877394415807984
2024-06-11 12:00:00,13.090553,0.0,0.0,13.090553,13.090552570392411
2024-06-11 13:00:00,11.148803,0.0,0.0,11.148803,11.148802810771834
2024-06-11 14:00:00,2.9335624,0.0,0.0,2.9335624,2.9335623554428736
2024-06-11 15:00:00,5.3458544,0.0,0.0,5.3458544,5.3458543574641695
2024-06-11 16:00:00,17.399005,0.0,0.0,17.399005,17.399005303595633
2024-06-11 17:00:00,10.715291,0.0,0.0,10.715291,10.715290502817108
2024-06-11 18:00:00,10.401959,0.0,0.0,10.401959,10.40195888334144
2024-06-11 19:00:00,17.066033,0.0,0.0,17.066033,17.066033075580208
2024-06-11 20:00:00,21.535136,0.0,0.0,21.535136,21.53513588361635
2024-06-11 21:00:00,24.600419,0.0,0.0,24.600419,24.600418764986568
2024-06-11 22:00:00,23.277187,0.0,0.0,23.277187,23.277187022573912
2024-06-11 23:00:00,20.506755,0.0,0.0,20.506755,20.50675513392709
2024-06-12 00:00:00,21.04805,0.0,0.0,21.04805,21.048049520927027
2024-06-12 01:00:00,21.519074,0.0,0.0,21.519074,21.519073726729744
2024-06-12 02:00:00,20.573886,0.0,0.0,20.573886,20.57388572861202
2024-06-12 03:00:00,21.867381,0.0,0.0,21.867381,21.86738057475442
2024-06-12 04:00:00,23.008665,0.0,0.0,23.008665,23.008665209501327
2024-06-12 05:00:00,25.000127,0.0,0.0,25.000127,25.000126589637123
2024-06-12 06:00:00,21.094905,0.0,0.0,21.094905,21.094905013551532
2024-06-12 07:00:00,21.604448,0.0,0.0,21.604448,21.604447746030928
2024-06-12 08:00:00,20.614936,0.0,0.0,20.614936,20.6149363856687
2024-06-12 09:00:00,21.051814,0.0,0.0,21.051814,21.05181411369282
2024-06-12 10:00:00,12.23103,0.0,0.0,12.23103,12.231029792737967
2024-06-12 11:00:00,11.579438,0.0,0.0,11.579438,11.579437618796632
2024-06-12 12:00:00,11.588287,0.0,0.0,11.588287,11.588287353249338
2024-06-12 13:00:00,7.0036091,0.0,0.0,7.0036091,7.003609091640811
2024-06-12 14:00:00,10.776566,0.0,0.0,10.776566,10.776565629734826
2024-06-12 15:00:00,14.005858,0.0,0.0,14.005858,14.005857942032954
2024-06-12 16:00:00,10.842906,0.0,0.0,10.842906,10.842906056606122
2024-06-12 17:00:00,6.6228229,0.0,0.0,6.6228229,6.622822869596515
2024-06-12 18:00:00,14.789019,0.0,0.0,14.789019,14.789019082879246
2024-06-12 19:00:00,19.870296,0.0,0.0,19.870296,19.870295772890486
