final_size
9.534000000000000000e+03
9.489000000000000000e+03
9.529000000000000000e+03
9.558000000000000000e+03
9.467000000000000000e+03
9.525000000000000000e+03
9.556000000000000000e+03
9.520000000000000000e+03
9.509000000000000000e+03
9.441000000000000000e+03
9.442000000000000000e+03
9.533000000000000000e+03
9.516000000000000000e+03
9.523000000000000000e+03
9.491000000000000000e+03
9.478000000000000000e+03
9.529000000000000000e+03
9.523000000000000000e+03
9.480000000000000000e+03
9.489000000000000000e+03
9.556000000000000000e+03
9.519000000000000000e+03
9.486000000000000000e+03
9.520000000000000000e+03
9.505000000000000000e+03
9.532000000000000000e+03
9.446000000000000000e+03
9.487000000000000000e+03
9.513000000000000000e+03
9.527000000000000000e+03
9.488000000000000000e+03
9.545000000000000000e+03
9.470000000000000000e+03
9.484000000000000000e+03
9.471000000000000000e+03
9.515000000000000000e+03
9.473000000000000000e+03
9.548000000000000000e+03
9.496000000000000000e+03
9.508000000000000000e+03
9.440000000000000000e+03
9.506000000000000000e+03
9.557000000000000000e+03
9.502000000000000000e+03
9.475000000000000000e+03
9.485000000000000000e+03
9.495000000000000000e+03
9.511000000000000000e+03
9.490000000000000000e+03
9.480000000000000000e+03
9.465000000000000000e+03
9.510000000000000000e+03
9.516000000000000000e+03
9.516000000000000000e+03
9.511000000000000000e+03
9.438000000000000000e+03
9.499000000000000000e+03
9.536000000000000000e+03
9.472000000000000000e+03
9.479000000000000000e+03
9.508000000000000000e+03
9.505000000000000000e+03
9.494000000000000000e+03
9.517000000000000000e+03
9.528000000000000000e+03
9.507000000000000000e+03
9.578000000000000000e+03
9.538000000000000000e+03
9.520000000000000000e+03
9.477000000000000000e+03
9.465000000000000000e+03
9.494000000000000000e+03
9.467000000000000000e+03
9.504000000000000000e+03
9.512000000000000000e+03
9.498000000000000000e+03
9.533000000000000000e+03
9.519000000000000000e+03
9.518000000000000000e+03
9.561000000000000000e+03
9.519000000000000000e+03
9.457000000000000000e+03
9.516000000000000000e+03
9.498000000000000000e+03
9.502000000000000000e+03
9.496000000000000000e+03
9.532000000000000000e+03
9.515000000000000000e+03
9.527000000000000000e+03
9.456000000000000000e+03
9.507000000000000000e+03
9.515000000000000000e+03
9.452000000000000000e+03
9.427000000000000000e+03
9.496000000000000000e+03
9.534000000000000000e+03
9.521000000000000000e+03
9.533000000000000000e+03
9.494000000000000000e+03
9.485000000000000000e+03
9.475000000000000000e+03
9.527000000000000000e+03
9.556000000000000000e+03
9.461000000000000000e+03
9.551000000000000000e+03
9.565000000000000000e+03
9.481000000000000000e+03
9.476000000000000000e+03
9.557000000000000000e+03
9.559000000000000000e+03
9.490000000000000000e+03
9.479000000000000000e+03
9.502000000000000000e+03
9.502000000000000000e+03
9.513000000000000000e+03
9.504000000000000000e+03
9.526000000000000000e+03
9.514000000000000000e+03
9.526000000000000000e+03
9.498000000000000000e+03
9.458000000000000000e+03
9.508000000000000000e+03
9.475000000000000000e+03
9.472000000000000000e+03
9.523000000000000000e+03
9.433000000000000000e+03
9.454000000000000000e+03
9.475000000000000000e+03
9.503000000000000000e+03
9.498000000000000000e+03
9.494000000000000000e+03
9.475000000000000000e+03
9.494000000000000000e+03
9.447000000000000000e+03
9.441000000000000000e+03
9.486000000000000000e+03
9.486000000000000000e+03
9.475000000000000000e+03
9.463000000000000000e+03
9.490000000000000000e+03
9.524000000000000000e+03
9.473000000000000000e+03
9.503000000000000000e+03
9.457000000000000000e+03
9.450000000000000000e+03
9.540000000000000000e+03
9.504000000000000000e+03
9.458000000000000000e+03
9.574000000000000000e+03
9.515000000000000000e+03
9.512000000000000000e+03
9.481000000000000000e+03
9.546000000000000000e+03
9.535000000000000000e+03
9.499000000000000000e+03
9.487000000000000000e+03
9.557000000000000000e+03
9.549000000000000000e+03
9.517000000000000000e+03
9.552000000000000000e+03
9.506000000000000000e+03
9.516000000000000000e+03
9.511000000000000000e+03
9.516000000000000000e+03
9.500000000000000000e+03
9.476000000000000000e+03
9.525000000000000000e+03
9.527000000000000000e+03
9.521000000000000000e+03
9.516000000000000000e+03
9.472000000000000000e+03
9.500000000000000000e+03
9.505000000000000000e+03
9.477000000000000000e+03
9.505000000000000000e+03
9.517000000000000000e+03
9.496000000000000000e+03
9.515000000000000000e+03
9.457000000000000000e+03
9.566000000000000000e+03
9.485000000000000000e+03
9.544000000000000000e+03
9.550000000000000000e+03
9.493000000000000000e+03
9.487000000000000000e+03
9.489000000000000000e+03
9.500000000000000000e+03
9.548000000000000000e+03
9.468000000000000000e+03
9.505000000000000000e+03
9.484000000000000000e+03
9.436000000000000000e+03
9.528000000000000000e+03
9.462000000000000000e+03
9.488000000000000000e+03
9.519000000000000000e+03
9.502000000000000000e+03
9.487000000000000000e+03
9.439000000000000000e+03
9.485000000000000000e+03
